,Nome,CGC,Endereco
392,"NOVO SHOP CENTER RIBEIRAO PRETO, SP",2946-7,"avenida presidente kennedy num 1500 - ribeirania 14096350 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 2946-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
393,"PORTUGAL, SP",0661-0,"avenida portugal num 939 - santa cruz do jose jacques 14020380 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 0661-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
394,"RIBEIRAO PRETO, SP",0340-9,"rua alvares cabral num 930 - centro 1401080 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 0340-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
395,"VILA TIBERIO, SP",2948-3,"rua coronel luiz da cunha num 642 - vila tiberio 1405040 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 2948-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
396,"VISCONDE DE INHAUMA, SP",1997-6,"rua visconde de inhauma num 980 - centro 14010100 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 1997-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
397,"AVENIDA UM, SP",3404-5,"avenida 1 num 500 - centro 13500401 - rio claro, sp tel: (19) 4003-1043 ag. numero: 3404-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
398,"CERVEZAO, SP",1832-5,"rua 6 num 141 - jardim cherveson 13505430 - rio claro, sp tel: (19) 4003-1043 ag. numero: 1832-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
399,"CIDADE AZUL, SP",2910-6,"rua 14 num 1305 - vila do radio 13500270 - rio claro, sp tel: (19) 4003-1043 ag. numero: 2910-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
400,"RIO CLARO, SP",0341-7,"rua 3 num 1120 - centro 13500160 - rio claro, sp tel: (19) 4003-1043 ag. numero: 0341-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
401,"RIO DAS PEDRAS, SP",1161-4,"rua prudente de moraes num 145 - centro 133900 - rio das pedras, sp tel: (19) 4003-1043 ag. numero: 1161-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
402,"SALES OLIVEIRA, SP",2083-4,"rua voluntario nelio guimaraes num 342 - centro 146600 - sales oliveira, sp tel: (16) 4003-1043 ag. numero: 2083-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
403,"SALESOPOLIS, SP",4989-1,"praca padre joao menendes num 51 - centro 89700 - salesopolis, sp tel: (11) 4003-1043 ag. numero: 4989-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
404,"MOUTONNEE, SP",1778-7,"avenida nove de julho num 1558 - jardim bandeirantes 133220 - salto, sp tel: (11) 4003-1043 ag. numero: 1778-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
405,"SALTO, SP",0342-5,"rua jose weissohn num 124 - centro 13320200 - salto, sp tel: (11) 4003-1043 ag. numero: 0342-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
406,"SALTO DE PIRAPORA, SP",4211-0,"rua pedro pires de melo num 190 - campo largo 181600 - salto de pirapora, sp tel: (15) 4003-1043 ag. numero: 4211-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
407,"SANTA ADELIA, SP",1710-8,"praca adhemar de barros num 20 - centro 159500 - santa adelia, sp tel: (17) 4003-1043 ag. numero: 1710-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
408,"JARDIM PEROLA, SP",2884-3,"rua do acucar num 363 - jardim perola 13454178 - santa barbara d'oeste, sp tel: (19) 4003-1043 ag. numero: 2884-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
409,"SANTA BARBARA D OESTE, SP",0960-1,"rua floriano peixoto num 641 - centro 1345023 - santa barbara d'oeste, sp tel: (19) 4003-1043 ag. numero: 0960-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
410,"SANTA CRUZ DAS PALMEIRAS, SP",1198-3,"avenida xv de novembro num 532 - centro 136507 - santa cruz das palmeiras, sp tel: (19) 4003-1043 ag. numero: 1198-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
411,"SANTA CRUZ DO RIO PARDO, SP",0343-3,"avenida tiradentes num 352 - centro 189000 - santa cruz do rio pardo, sp tel: (14) 4003-1043 ag. numero: 0343-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
412,"SANTA ERNESTINA, SP",2140-7,"avenida fabricio aparecido matinata num 240 - jardim bela vista 159700 - santa ernestina, sp tel: (16) 4003-1043 ag. numero: 2140-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
413,"SANTA FE DO SUL, SP",0799-4,"avenida navarro de andrade num 905 - centro 157750 - santa fe do sul, sp tel: (17) 4003-1043 ag. numero: 0799-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
414,"SANTA GERTRUDES, SP",2144-0,"rua hum num 359 - centro 135100 - santa gertrudes, sp tel: (19) 4003-1043 ag. numero: 2144-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
415,"SANTA ISABEL, SP",1199-1,"avenida republica num 470 - centro 75000 - santa isabel, sp tel: (11) 4003-1043 ag. numero: 1199-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
416,"SANTA RITA DO PASSA QUATRO, SP",1104-5,"avenida severino meirelles num 992 - centro 136700 - santa rita do passa quatro, sp tel: (19) 4003-1043 ag. numero: 1104-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
417,"SANTA ROSA DE VITERBO, SP",2142-3,"praca dr guido maestrello num 65/75 - centro 142700 - santa rosa de viterbo, sp tel: (16) 4003-1043 ag. numero: 2142-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
418,"SANTANA DE PARNAIBA, SP",3336-7,"avenida tenente marques num 5188 - chacara do solar i (fazendinha) 65301 - santana de parnaiba, sp tel: (11) 4003-1043 ag. numero: 3336-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
419,"SANTO ANASTACIO, SP",1363-3,"rua rui barbosa num 589 - centro 193600 - santo anastacio, sp tel: (18) 4003-1043 ag. numero: 1363-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
420,"AV PORTUGAL, SP",2969-6,"avenida portugal num 1352 - centro 9041320 - santo andre, sp tel: (11) 4003-1043 ag. numero: 2969-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
421,"BAIRRO JARDIM, SP",4719-8,"avenida dom pedro ii num 899 - jardim 9080110 - santo andre, sp tel: (11) 4003-1043 ag. numero: 4719-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
422,"CARIJOS, SP",2936-0,"rua carijos num 1665 - vila linda 91801 - santo andre, sp tel: (11) 4003-1043 ag. numero: 2936-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
423,"GRAND PLAZA SHOPPING, SP",1573-3,"avenida industrial num 600 - jardim 9080500 - santo andre, sp tel: (11) 4003-1043 ag. numero: 1573-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
424,"JACATUBA, SP",2900-9,"avenida itamarati num 947 - vila curuca 9290730 - santo andre, sp tel: (11) 4003-1043 ag. numero: 2900-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
425,"PARQUE DAS NACOES, SP",4093-2,"avenida martim francisco num 40 - vila alto de santo andre 9230700 - santo andre, sp tel: (11) 4003-1043 ag. numero: 4093-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
426,"SANTO ANDRE, SP",0344-1,"rua luis pinto flaquer num 432 - centro 901090 - santo andre, sp tel: (11) 4003-1043 ag. numero: 0344-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
427,"SENADOR FLAQUER, SP",2075-3,"rua senador flaquer num 277 - centro 9010160 - santo andre, sp tel: (11) 4003-1043 ag. numero: 2075-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
428,"UTINGA, SP",1206-8,"avenida utinga num 1188 - utinga 9220611 - santo andre, sp tel: (11) 4003-1043 ag. numero: 1206-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
429,"VILA GILDA, SP",2872-0,"avenida pereira barreto num 1286 - paraiso 9190210 - santo andre, sp tel: (11) 4003-1043 ag. numero: 2872-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
430,"VILA LUZITA, SP",4842-9,"avenida dom pedro i num 3700 - vila luzita 913232 - santo andre, sp tel: (11) 4003-1043 ag. numero: 4842-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
431,"VILA PIRES, SP",4058-4,"avenida dom pedro i num 657 - vila pires 91101 - santo andre, sp tel: (11) 4003-1043 ag. numero: 4058-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
432,"SANTO ANTONIO DE POSSE, SP",4897-6,"rua sao jose num 100 - centro 1383094 - santo antonio de posse, sp tel: (19) 4003-1043 ag. numero: 4897-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
433,"AFONSO PENA, SP",3048-1,"avenida affonso penna num 135 - macuco 110201 - santos, sp tel: (13) 4003-1043 ag. numero: 3048-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
434,"ANA COSTA, SP",1613-6,"avenida ana costa num 194 - vila matias 110600 - santos, sp tel: (13) 4003-1043 ag. numero: 1613-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
435,"BOQUEIRAO, SP",0366-2,"avenida conselheiro nebias num 701 - boqueirao 110453 - santos, sp tel: (13) 4003-1043 ag. numero: 0366-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
436,"CANAL 3, SP",3787-7,"avenida washington luis num 373 - boqueirao 110551 - santos, sp tel: (13) 4003-1043 ag. numero: 3787-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
437,"GONZAGA, SP",1233-5,"avenida ana costa num 433 - gonzaga 110603 - santos, sp tel: (13) 4003-1043 ag. numero: 1233-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
438,"PEDRO LESSA, SP",2930-0,"avenida pedro lessa num 2400 - aparecida 110251 - santos, sp tel: (13) 4003-1043 ag. numero: 2930-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
439,"SANTOS, SP",0345-0,"avenida sao francisco num 164 centro - centro 11013200 - santos, sp tel: (13) 4003-1043 ag. numero: 0345-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
440,"SHOPPING PRAIAMAR, SP",4140-8,"rua alexandre martins num 80 - aparecida 11025200 - santos, sp tel: (13) 4003-1043 ag. numero: 4140-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
441,"ZONA NOROESTE, SP",3852-0,"avenida jovino de mello num 85 - areia branca 110891 - santos, sp tel: (13) 4003-1043 ag. numero: 3852-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
442,"BAETA NEVES, SP",2901-7,"avenida getulio vargas num 982 - vila baeta neves 9751250 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 2901-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
443,"BORDA DO CAMPO, SP",3118-6,"avenida alvaro guimaraes num 307 - planalto 98901 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 3118-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
444,"CASTELO BRANCO, SP",4635-3,"avenida humberto alencar castelo branco num 2581 - alves dias 98510 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 4635-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
445,"DEMARCHI, SP",3393-6,"avenida maria servidei demarchi num 1361 - demarchi 98200 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 3393-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
446,"GIOVANNI BREDA, SP",4037-1,"praca giovani breda num 1916 - assuncao 9850310 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 4037-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
447,"JARDIM ABC, SP",2203-9,"avenida do taboao num 3900 - taboao 96560 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 2203-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
448,"MAGNOLIA, SP",1207-6,"rua marechal deodoro num 1605 - centro 9710190 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 1207-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
449,"PARQUE ANCHIETA, SP",4092-4,"avenida kennedy num 475 - anchieta 9726262 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 4092-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
450,"PAULICEIA, SP",3021-0,"rua m.m.d.c. num 569 - pauliceia 96900 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 3021-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
451,"RIACHO GRANDE, SP",2385-0,"avenida tocantins num 110 e 120 - rio grande 9830130 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 2385-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
452,"RUDGE RAMOS, SP",1016-2,"avenida doutor rudge ramos num 488 - rudge ramos 96360 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 1016-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
453,"SANTA FILOMENA, SP",3859-8,"rua marechal deodoro num 525 - centro 971010 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 3859-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
454,"SAO BERNARDO DO CAMPO, SP",0346-8,"avenida brigadeiro faria lima num 180 - centro 97200 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 0346-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
455,"SENADOR VERGUEIRO, SP",3004-0,"avenida senador vergueiro num 3599 - vila tereza 96010 - sao bernardo do campo, sp tel: (11) 4003-1043 ag. numero: 3004-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
456,"AV GOIAS, SP",4115-7,"avenida goias num 1780 - santo antonio 955050 - sao caetano do sul, sp tel: (11) 4003-1043 ag. numero: 4115-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
457,"BARCELONA, SP",4564-0,"rua taipas num 278 - barcelona 9560200 - sao caetano do sul, sp tel: (11) 4003-1043 ag. numero: 4564-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
458,"SAO CAETANO DO SUL, SP",0347-6,"rua rio grande do sul num 436 - centro 951020 - sao caetano do sul, sp tel: (11) 4003-1043 ag. numero: 0347-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
459,"VILA GERTY, SP",1217-3,"rua visconde de inhauma num 91 - osvaldo cruz 957110 - sao caetano do sul, sp tel: (11) 4003-1043 ag. numero: 1217-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
460,"ALEXANDRINA, SP",1998-4,"rua dona alexandrina num 329 - centro 13560290 - sao carlos, sp tel: (16) 4003-1043 ag. numero: 1998-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
461,"CONDE DO PINHAL, SP",3047-3,"avenida doutor carlos botelho num 1381 - centro 135613 - sao carlos, sp tel: (16) 4003-1043 ag. numero: 3047-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
462,"SANTA FELICIA, SP",4910-7,"rua miguel petroni num 1839 - jardim bandeirantes 13562190 - sao carlos, sp tel: (16) 4003-1043 ag. numero: 4910-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
463,"SAO CARLOS, SP",0348-4,"rua conde do pinhal num 2142 - jardim sao carlos 13560648 - sao carlos, sp tel: (16) 4003-1043 ag. numero: 0348-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
464,"VILA PRADO, SP",3855-5,"avenida teixeira de barros num 1000 - vila prado 1357433 - sao carlos, sp tel: (16) 4003-1043 ag. numero: 3855-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
465,"SAO JOAO DA BOA VISTA, SP",0349-2,"praca coronel joaquim jose num 156 - centro 13870120 - sao joao da boa vista, sp tel: (19) 4003-1043 ag. numero: 0349-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
466,"SAO JOAQUIM DA BARRA, SP",0782-0,"rua goias num 1187 - centro 146000 - sao joaquim da barra, sp tel: (16) 4003-1043 ag. numero: 0782-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
467,"SAO JOSE DO RIO PARDO, SP",0352-2,"praca capitao vicente dias num 36 - centro 137200 - sao jose do rio pardo, sp tel: (19) 4003-1043 ag. numero: 0352-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
468,"ALBERTO ANDALO, SP",2205-5,"avenida alberto andalo num 3360 - centro 150150 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 2205-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
469,"ANISIO HADDAD, SP",3270-0,"avenida anisio haddad num 6172 - jardim aclimacao 15091380 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 3270-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
470,"AV BADY BASSITT, SP",2185-7,"avenida bady bassitt num 2957 - centro 15015700 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 2185-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
471,"AV VETORASSO, SP",4942-5,"avenida fortunato ernesto vetorasso num 791 - jardim residencial vetorasso 15040300 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 4942-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
472,"DEZENOVE DE MARCO, SP",1610-1,"rua bernardino de campos num 3974 - vila redentora 15015300 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 1610-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
473,"MACENO, SP",3245-0,"avenida nossa senhora da paz num 2500 - jardim alto alegre 15055500 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 3245-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
474,"PACO MUNICIPAL, SP",0631-9,"silva jardim num 3434 - vila santa cruz 1501450 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 0631-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
475,"QUINTA DAS PAINEIRAS, SP",2214-4,"avenida potirendaba num 1629 - jardim santa luzia 150800 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 2214-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
476,"SAO JOSE DO RIO PRETO, SP",0353-0,"rua marechal deodoro da fonseca num 2739 - centro 1501070 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 0353-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
477,"SHOPPING CIDADE NORTE, SP",4562-4,"avenida alfredo antonio de oliveira num 2077 - jardim planalto 15046619 - sao jose do rio preto, sp tel: (17) 4003-1043 ag. numero: 4562-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
478,"AVENIDA RUI BARBOSA, SP",3013-9,"avenida rui barbosa num 2367 - santana 122120 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 3013-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
479,"BOSQUE DOS EUCALIPTOS, SP",3600-5,"avenida cidade jardim num 5580 - bosque dos eucaliptos 122320 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 3600-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
480,"CASSIANO RICARDO, SP",2741-3,"avenida cassiano ricardo num 521 - jardim aquarius 12246870 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 2741-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
481,"JARDIM ESPLANADA, SP",4351-6,"avenida sao joao num 151 - jardim esplanada 12242840 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 4351-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
482,"JARDIM SATELITE, SP",1634-9,"avenida andromeda num 673 - jardim satelite 122300 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 1634-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
483,"JOSEENSE, SP",4229-3,"avenida doutor joao guilhermino num 46 - centro 12210130 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 4229-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
484,"MONTE CASTELO, SP",2143-1,"avenida santos dumont num 90/100 - jardim paulista 12215651 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 2143-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
485,"PARQUE INDUSTRIAL, SP",2935-1,"rua bacabal num 860 - parque industrial 12235680 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 2935-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
486,"SAO JOSE DOS CAMPOS, SP",0351-4,"avenida doutor nelson d avila num 40 - centro 1224531 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 0351-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
487,"VILA ADYANA, SP",1400-1,"avenida nove de julho num 194 - vila adyana 122431 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 1400-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
488,"VILA INDUSTRIAL, SP",4091-6,"avenida presidente juscelino kubitschek num 6840 - vila industrial 122200 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 4091-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
489,"VISTA VERDE, SP",2902-5,"avenida pedro friggi num 3320 - cidade vista verde 12223430 - sao jose dos campos, sp tel: (12) 4003-1043 ag. numero: 2902-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
490,"SAO MANUEL, SP",0902-4,"rua quinze de novembro num 197 - centro 1865065 - sao manuel, sp tel: (14) 4003-1043 ag. numero: 0902-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
491,"SAO MIGUEL ARCANJO, SP",3853-9,"rua coronel fernando prestes num 581 - centro 182300 - sao miguel arcanjo, sp tel: (15) 4003-1043 ag. numero: 3853-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
492,"ADONIRAN BARBOSA, SP",4054-1,"avenida guapira num 2123 - jacana 22652 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4054-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
493,"AEROPORTO DE CONGONHAS, SP",3317-0,"avenida washington luis num 6971 - vila congonhas 46275 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3317-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
494,"AGUIA DE HAIA, SP",3289-1,"avenida aguia de haia num 1586/1600 - parque paineiras 36940 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3289-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
495,"ALBERTO BYINGTON, SP",3237-9,"avenida alberto byington num 2023,2029,2031 - vila maria 21272 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3237-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
496,"ALFONSO BOVERO, SP",0274-7,"avenida professor alfonso bovero num 1175 - vila pompeia 501911 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0274-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
497,"ALTO DA MOOCA, SP",0236-4,"rua fernando falcao num 59/75 - vila claudia 31801 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0236-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
498,"ALTO DA PENHA, SP",3287-5,"avenida amador bueno da veiga num 1161 - penha de franca 36350 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3287-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
499,"ALTO DO IPIRANGA, SP",4788-0,"avenida doutor gentil de moura num 56/90 - ipiranga 42780 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4788-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
500,"ALTO DO JARAGUA, SP",4990-5,"estrada das taipas num 355 - jardim sao joao (jaragua) 2995145 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4990-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
501,"ANALIA FRANCO, SP",2924-6,"rua emilia marengo num 731 - vila regente feijo 33360 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2924-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
502,"ARICANDUVA, SP",4007-0,"avenida rio das pedras num 1907 - jardim aricanduva 3453100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4007-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
503,"ARTUR ALVIM, SP",4008-8,"rua maciel monteiro num 152 - vila santa teresa (zona leste) 35660 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4008-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
504,"AUGUSTA, SP",0239-9,"rua augusta num 2514/2516 - cerqueira cesar 1412100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0239-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
505,"AV BRASIL, SP",3032-5,"avenida brasil num 67 - jardim paulista 14310 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3032-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
506,"AV IBIRAPUERA, SP",1155-0,"avenida ibirapuera num 3024 - indianopolis 40283 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1155-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
507,"AV IMPERADOR, SP",2297-7,"avenida do imperador num 3892 - jardim sao sebastiao 80500 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2297-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
508,"AV PAULISTA, SP",0238-0,"avenida av paulista num 1708 - bela vista 1310918 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0238-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
509,"AV RIO PEQUENO, SP",4138-6,"avenida do rio pequeno num 865 - butanta 53790 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4138-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
510,"AV SANTA CATARINA, SP",4072-0,"avenida santa catarina num 1796 - vila santa catarina 4378100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4072-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
511,"AVENIDA FRANCISCO MATARAZZO, SP",3278-6,"avenida francisco matarazzo num 350 - agua branca 50010 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3278-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
512,"AVENIDA LINS DE VASCONCELOS, SP",1002-2,"avenida lins de vasconcelos num 2200 - vila mariana 41120 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1002-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
513,"AVENIDA ORATORIO, SP",3108-9,"avenida do oratorio num 4450/4500 - parque sao lucas 3220200 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3108-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
514,"AVENIDA ZELINA, SP",2953-0,"avenida zelina num 694 - vila zelina 31430 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2953-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
515,"AYRTON SENNA, SP",4051-7,"avenida senador teotonio vilela num 852 - cidade dutra 48010 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4051-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
516,"BARRA FUNDA, SP",1231-9,"avenida rio branco num 1675 - campos eliseos 12060 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1231-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
517,"BARREIRA GRANDE, SP",1304-8,"avenida da barreira grande num 3783 - vila bancaria 39160 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1304-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
