,Nome Fantasia,Razao Social,Endereco,CNPJ,Agencia Vinculada,E-mail,Atividade
34,PATAMAR CRED, PATAMAR CRED LTDA,"R TENENTE CORONEL CARDOSO 455 LOJA 01, CAMPOS DOS GOYTACAZES/RJ, 455 - CENTRO
                                        28010-801. CAMPOS DOS GOYTACAZES - RJ
                                        (2) 297462098", 43.596.124/0001-94, 2524, patamarcred.cca@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
35,PEDRO PAULO IMOBILIARIA, PEDRO PAULO P RIBEIRO IMOBILIARIA LTDA,"RUA VOLUNTARIOS DA PATRIA 530, 530 - centro
                                        28030-260. CAMPOS DOS GOYTACAZES - RJ
                                        (22) 27337020", 04.218.398/0001-98, 2524, JULIANALEALPEREIRA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
36,PLENNUS SELECT CREDIMOVEIS, PLENNUS SELECT CREDIMOVEIS LTDA,"RUA PRUDENCIO BESSA, 00000 - PARQUE AURORA
                                        28026-100. CAMPOS DOS GOYTACAZES - RJ
                                        (22) 999092306", 36.231.622/0001-78, 2524, PLENNUSIMOVEIS@OUTLOOK.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
37,SIMPLECRED, SIMPLECRED PAPELARIA E LIVRARIA LTDA ME,"R DOS ANDRADAS 77 LOJA 01, 77 - centro
                                        28010-300. CAMPOS DOS GOYTACAZES - RJ
                                        (22) 27334662", 13.088.340/0001-68, 180, SIMPLECRED@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
38,CASA CONTABIL, CASA - SERV CONT ADMNIST LTDA,"BARAO DE CANTAGALO, 120 - CENTRO
                                        28500-000. CANTAGALO - RJ
                                        (22) 25554900", 02.960.215/0001-80, 970, CAIXAQUI@CASACONT.COM.BR,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
39,BALBI CUNHA PROMOCAO E COMERCIO LTDA, BALBI CUNHA PROMOCAO E COMERCIO LTDA,"DOUTOR FURQUIM MENDES, 00000 - VILA CENTENARIO
                                        25030-170. DUQUE DE CAXIAS - RJ
                                        (2) 173103338", 38.039.824/0001-48, 1334, BALBICUNHA@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
40,CHJ CONSULTORIA, CHJ CONSULTORIA HABITACIONAL LTDA,"AV PRESIDENTE KENNEDY 1644 SALA 404, 1644 - CENTRO
                                        25010-009. DUQUE DE CAXIAS - RJ
                                        (21) 27752940", 14.830.636/0001-75, 4118, chj.contato@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
41,FLEX CREDIT, FLEX CREDIT FINANCIAMENTOS LTDA,"MARECHAL DEODORO, 557 - 25 DE AGOSTO
                                        25071-190. DUQUE DE CAXIAS - RJ
                                        (21) 985472138", 22.287.954/0001-60, 1334, rafaela@flexcreditrj.com.br,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
42,IMPACTO MERCADO IMOBILIARIO, IMPACTO ASSESSORIA IMOBILIARIA LTDA,"AV P REPUBLICA DO PARAGUAI 475, 00000 - VILA SARAPUI
                                        25050-100. DUQUE DE CAXIAS - RJ
                                        (2) 179782800", 45.165.007/0001-00, 3057, CAIXA@IMPACTASI.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
43,LUX CREDIT SOLUCOES FINANCEIRAS LTDA, LUX CREDIT SOLUCOES FINANCEIRAS LTDA,"EST ROSARIO 1683 APT 201, 00000 - JARDIM PRIMAVERA
                                        25215-365. DUQUE DE CAXIAS - RJ
                                        (21) 984110412", 54.454.853/0001-22, 4162, LUXCREDIT2025@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
44,M2B CONSULTORIA FINANCEIRA, M2B CONSULTORIA FINANCEIRA EIRELI,"RUA ALAGOAS, 39,  - SANTA CRUZ DA SERRA
                                        25255-070.  - RJ
                                        (21) 970078653", 30.371.036/0001-42, 4118, M2B.CAIXAAQUI@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
45,GRUPO HABITAR IMOVEIS, GRUPO HABITAR SERVICOS ADMINISTRATIVOS LTDA,"R DR JOAO VASCONCELOS 130 LJ 02, IGUABA GRANDE, RJ, 130 - CENTRO
                                        28960-000. IGUABA GRANDE - RJ
                                        (22) 988210777", 11.905.963/0001-50, 888, GRUPOHABITARAR@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
46,GOLD CRED NEGOCIOS IMOBILIARIOS, GOLD CRED NEGOCIOS IMOBILIARIOS EIRELI,"VINTE E DOIS DE MAIO, 00000 - OUTEIRO DAS PEDRAS
                                        24812-226. ITABORAI - RJ
                                        (1) 198852875", 35.294.631/0001-45, 811, GOLDCREDCCA@OUTLOOK.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
47,HOPE ANALISE DE CREDITO IMOBILIARIO LTDA, HOPE ANALISE DE CREDITO IMOBILIARIO LTDA,"RUA DR PEREIRA DOS SANTOS 51 SALA 203, 00000 - CENTRO
                                        24800-041. ITABORAI - RJ
                                        (21) 998631617", 41.591.897/0001-52, 4725, CORRESPONDENTEHOPE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
48,JRMP, JRMP ASSESSORIA EM NEGOCIOS LTDA ME,"AV AMELIA SARAIVA QUADRA, SN, QD 78 LT 11,  - AMPLIACAO
                                        24808-360.  - RJ
                                        (21) 36691414", 20.650.067/0001-89, 811, JANEXTEIXEIRA@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
49,mr imoveis, marins e rodrigues imoveis ltda,"RUA AIDA DE CARVALHO NOVAES SN LT 03 QD 04 LJ 07,  - NANCYLANDIA
                                        24800-000.  - RJ
                                        (21) 26394438", 12.272.391/0001-82, 811, ELIANE@MARINSRODRIGUES.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
50,RB CARDOSO BROKERS IMOBILIARIA, RONALDO CARDOSO DIAS IMOBILIARIA,"AV 22 DE MAIO 5990 BC 1 SETOR A SL 310 EDIFENTERPRISE CITY, 00000 - CENTRO
                                        24800-065. ITABORAI - RJ
                                        (21) 998431729", 53.162.406/0001-37, 194, ADMCARDOSOBROKER@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
51,TEC CERTIFICACAO DIGITAL, TEC TECNOLOGIA DIGITAL LTDA,"R SAO JOSE, 44 LOJA 1, 44 - CENTRO
                                        28570-000. ITAOCARA - RJ
                                        (22) 25531286", 28.410.339/0006-90, 1245, LORENA@TECCERTIFICADORA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
52,FARMACIA BOA VENTURA, FARMACIA BOA VENTURA LTDA,"SENADOR FRANCISCO SA TINOCO, 333 - DIST BOA VENTURA
                                        28340-000. ITAPERUNA - RJ
                                        (22) 38281317", 07.657.302/0001-86, 182, FARMACIABOAVENTURALTDA@GMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
53,INOVACRED SOLUCOES FINANCEIRAS, NOROESTE CREDITO IMOBILIARIO E COMERCIAL LTDA,"AV CARDOSO MOREIRA 285 LOJA 105, 00000 - CENTRO
                                        28300-000. ITAPERUNA - RJ
                                        (22) 997214446", 55.315.885/0001-00, 182, INOVACRED.CCA@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
54,MARIA LUCIA IMOVEIS, M E L SOLUTIONS IMOVEIS LTDA,"10 DE MAIO 211, 00000 - CENTRO
                                        28300-000. ITAPERUNA - RJ
                                        (22) 998395821", 30.296.508/0001-40, 182, MALUCORRETORA01@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
55,MARREIROS CREDITO E NEGOCIOS LTDA, MARREIROS CREDITO E NEGOCIOS LTDA,"R  ALFREDO CRESPO MARTINS 80 LOJA 03, 80 - CIDADE NOVA
                                        28300-000. ITAPERUNA - RJ
                                        (22) 996060103", 38.829.890/0001-11, 182, CREDITO@WALTERMARREIROSCCA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
56,MERCEARIA NOVA RAPOSO, MERCEARIA NEW ROSERT DE RAPOSO LTDA ME,"AV CORONEL BALBINO, 130 - RAPOSO
                                        28300-000. ITAPERUNA - RJ
                                        (22) 38472276", 73.947.707/0001-83, 182, NOVARAPOSO@GMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
57,REFRIGERAÇÃO OLIVEIRA, REFRIGERAÇÃO OLIVEIRA COM DE AR CONDICIONADO LTDA,"R PRIMEIRO DE MAIO, 1310, loja 6, 1237 - NITEROI
                                        28300-000. ITAPERUNA - RJ
                                        (22) 38225266", 19.583.741/0001-70, 182, CAIXAAQUIBRAZCOR@GMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
58,ATLANTICA IMOVEIS, ATLANTICA IMOVEIS EIRELI,"AV NOSSA SENHORA DA GLORIA 1011, 1011 - PRAIA CAMPISTA
                                        27923-215. CAMPOS DOS GOYTACAZES - RJ
                                        (22) 981008570", 23.428.086/0001-53, 4659, CREDITO@ATLANTICAIMOVEIS.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
59,CVX AGENCIA IMOBILIARIA LTDA, CVX AGENCIA IMOBILIARIA LTDA,"TENENTE RUI LOPES RIBEIRO 36 SOBRELOJA, 00000 - CENTRO
                                        27910-330. MACAE - RJ
                                        (2) 227720606", 10.715.917/0002-07, 184, CVX.HABITACIONAL@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
60,EGM GESTAO EM NEGOCIOS, EGM CONSULTORIA E GESTAO EM NEGOCIOS LTDA,"ROD AMARAL PEIXOTO 4835 KM 184LOJA 5 PARTE, 00000 - LAGOMAR
                                        27966-150. MACAE - RJ
                                        (22) 992624322", 39.654.737/0001-63, 184, AGMACAECAIXAAQUI@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
61,ELOHIM IMOVEIS, C. CRISTINA COSTA - SERVICOS,"R FRANKLIN DELANO ROOSEVELT 43 loja 01, 43 - CAVALEIROS
                                        27920-240. MACAE - RJ
                                        (2) 297495669", 09.178.133/0001-27, 3391, CRISTINA@ELOHIMIMOVEIS.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
62,EPORA IMOVEIS E FACILITIES LTDA, EPORA IMOVEIS E FACILITIES LTDA,"AVENIDA NOSSA SENHORA DA GLÓRIA 2179,  - CAVALEIROS
                                        27923-215.  - RJ
                                        (22) 27591149", 13.004.238/0001-37, 3391, FINANCIAMENTO.EPORA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
63,FR CONSULTORIA, FR CONSULTORIA LTDA,"RUI BARBOSA 1831 SALA 1002, 00000 - IMBETIBA
                                        27915-011. MACAE - RJ
                                        (22) 998901149", 49.929.943/0002-73, 4022, FRCAIXAAQUI@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
64,GLOBAL CREDIT, GLOBAL CREDIT CORRESP BANCARIO LTDA,"AV RUI BARBOSA 698 LJ 120, 698 - CENTRO
                                        27910-362. MACAE - RJ
                                        (22) 27641113", 16.698.291/0002-54, 3391, CLAUDIALEMOS.CAIXA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
65,GPM SERVICOS ASSOCIADOS LTDA, GPM SERVICOS ASSOCIADOS LTDA,"AVENIDA ATLANTICA 2650 QUADRA9 LOJA 154 A, 2650 - PRAIA CAMPISTA
                                        27920-325. TRES RIOS - RJ
                                        (24) 988161071", 21.869.780/0003-42, 3391, GABRIELPOMPEI@CAIXAQUIRJ.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
66,MACAE IMOB, BS MACAE ADMINISTRADORA DE BENS LTDA,"MARIA FRANCISCA BORGES REGO REID 14 LOJA 07, 00000 - GLORIA
                                        27933-260. MACAE - RJ
                                        (22) 999976929", 43.450.748/0001-07, 4659, CONTATO@MACAEIMOB.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
67,mario seg, M S DIAS DE SOUZA CONS E GESTAO EM NEGÓC,"ROD AMARAL PEIXOTO, 4835 - ENGENHO DA PRAIA
                                        27966-150. MACAE - RJ
                                        (22) 999893412", 09.468.162/0001-23, 184, CAIXAAQUIAGMACAE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
68,VIA X SOLUCOES BANCARIAS, VIA X SOLUCOES BANCARIAS LTDA,"R TEIXEIRA DE GOUVEIA 989 SL 401 PAVMTO 4, 00000 - CENTRO
                                        27910-110. MACAE - RJ
                                        (22) 998462988", 55.633.073/0001-02, 184, viaxsolucoesbancarias@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
69,VINTAGE SOLUCOES FINANCEIRAS LTDA, VINTAGE SOLUCOES FINANCEIRAS LTDA,"AVENIDA NOSSA SENHORA DA GLORIA 1181 SALA 614, 00000 - PRAIA CAMPISTA
                                        27923-215. MACAE - RJ
                                        (22) 997790920", 48.401.054/0001-95, 4659, INGLIDI.CURVELO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
70,VORTEX PATRIMONIAL, VORTEX PATRIMONIAL LTDA,"RUA JOAQUIM DA SILVA MURTELA, 43,  - CAVALEIROS
                                        27920-230.  - RJ
                                        (22) 27571403", 12.347.044/0001-71, 3391, AUGUSTO@VORTEXCONSULTORIA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
