,Nome Fantasia,Razao Social,CNPJ,Agencia Vinculada,Email,Endereco,Atividade
108,"
                                        MORADAVIP
                                    ", MORADAVIP NEGOCIOS IMOBILIARIOS LTDA, 09.022.787/0001-67, 1034, MORADAVIPIMOVEIS@GMAIL.COM,"ENGENHEIRO CHARLES BITRAN 435 TERREO LJ 1, 435 - JARDIM CAMBURI
                                        29092-270. VITORIA - ES
                                        (27) 999753885","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
109,"
                                        VICHELO CORRESPONDENTE NEGOCIAL LTDA
                                    ", VICHELO CORRESPONDENTE NEGOCIAL LTDA, 04.369.196/0001-47, 2503, V.VICHELO@GMAIL.COM,"AV ADALBERTO SIMAO NADER  387 SALA 110, 387 - MATA DA PRAIA
                                        29066-370. VITORIA - ES
                                        (27) 30527055","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
110,"
                                        25187570 JORGE GUILHERME OLIVEIRA NASCIMENTO
                                    ", 25187570 JORGE GUILHERME OLIVEIRA NASCIMENTO, 25.187.570/0001-63, 167, GUILHERMEONASCIMENTO@HOTMAIL.COM,"AV GOVERNADOR BLEY 186 SALA 510, 00000 - CENTRO
                                        29010-150. VITORIA - ES
                                        (27) 999791940","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
111,"
                                        ADM FABRICIO PINAFO CORRESPONDENTE
                                    ", ADM FABRICIO PINAFO CORRESPONDENTE LTDA, 51.143.668/0001-29, 2310, fabricio@adimovel.com.br,"HUGO VIOLA 737 ANEXO 3 PAV, 00000 - JARDIM DA PENHA
                                        29060-420. VITORIA - ES
                                        (27) 992779000","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
112,"
                                        ADRIANA LEITE SERVIÇOS IMOBILIÁRIOS
                                    ", ADRIANA ALMEIDA LEITE 73850101568, 28.732.876/0001-41, 167, ALEITTE33@GMAIL.COM,"Rua Pedro Palacios, nº 60, Edificio João XXIII, sala 502,  - Centro
                                        29015-160.  - ES
                                        (27) 999008488","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
113,"
                                        BETA INVEST CORRESPONDENTE BANCÁRIO
                                    ", BETA INVESTIMENTO E CRÉDITO, 36.129.175/0001-40, 3084, ROBERTALOMEU@HOTMAIL.COM,"Av. José Maria Vivacqua Santos, nº 280, sala 1603, 280 - Jardim Camburi
                                        29092-105. VITORIA - ES
                                        (27) 33767083","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
114,"
                                        C & S ASSESSORIA
                                    ", C & S ASSESSORIA LTDA, 51.987.455/0001-83, 3132, CONTATO@SLBERNABE.COM.BR,"AV NOSSA SENHORA DA PENHA 2796 EDIF IMPACTO EMPRESARIAL, 00000 - SANTA LUIZA
                                        29045-402. VITORIA - ES
                                        (27) 998241963","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
115,"
                                        C E S ASSESSORIA
                                    ", S L BERNABE, 33.860.911/0001-48, 1034, S.BERNABE@HOTMAIL.COM,"ARNALDO MAGALHAES FILHO, 00000 - SANTA LUCIA
                                        29056-125. VITORIA - ES
                                        (2) 799824196","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
116,"
                                        CARTORIO DE GOIABEIRAS
                                    ", CARTORIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DO DISTRITO DE GOIABEIRAS DO JUIZO DE VITORIA DA COMARCA DA CAPITAL, 34.245.551/0001-37, 662, PCECILIARODRIGUES23@GMAIL.COM,"ANISIO FERNANDES COELHO 1850 LOJA 08 LOJA 09, 00000 - MATA DA PRAIA
                                        29065-035. VITORIA - ES
                                        (27) 30190049","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
117,"
                                        CARTORIO SARLO
                                    ", VITORIA CART DO REGIST CIVIL DA 1 ZONA E TABELIONATO, 27.744.663/0001-77, 2042, TABELIAO@CARTORIOSARLO.COM.BR,"NOSSA SENHORA DA PENHA 555 EDIF URBI OFFICE, 00000 - SANTA LUCIA
                                        29056-250. VITORIA - ES
                                        (27) 981141428","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
118,"
                                        GILBERTO FONSECA IMOVEIS
                                    ", GILBERTO DOS SANTOS OLIVEIRA IMOVEIS, 28.024.973/0001-80, 167, GILBERTOFONSECACORRETORA@GMAIL.COM,"CARLOS MARTINS, 00000 - JARDIM CAMBURI
                                        29090-006. VITORIA - ES
                                        (27) 999684888","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
119,"
                                        J ARPINI
                                    ", ARPINI & SENNE CORRESPONDENTE BANCARIO LTDA, 53.031.950/0001-40, 1034, JOAOLUIZFILHO16@GMAIL.COM,"AV DESEMBARGADOR DERMEVAL LYRIO 640 SALA 208 BLOCO B, 00000 - MATA DA PRAIA
                                        29065-340. VITORIA - ES
                                        (27) 999193010","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
120,"
                                        M&G CONSULTORIA
                                    ", GREGORIO G SGULMARO GREGORIO G SGULMARO CONSULTORIA, 57.399.902/0001-60, 2521, MAILANEGREGCONSULTORIA@GMAIL.COM,"R ILKA MONTEIRO SIMOES 50 TERREO SALA 01, 00000 - CENTRO
                                        29010-011. VITORIA - ES
                                        (27) 999667466","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
121,"
                                        MBF SOLUCOES EM CREDITO
                                    ", MATHEUS BATISTA FOLETTO 13592812742, 37.774.642/0001-58, 168, MATHEUSBFOLETTO@GMAIL.COM,"NOSSA SENHORA DA PENHA, 00000 - SANTA LUIZA
                                        29045-402. VITORIA - ES
                                        (27) 99429533","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
122,"
                                        SARTORIO SIQUEIRA FINANCIAMENTOS
                                    ", PAULO CEZAR SIQUEIRA SERVIÇOS EIRELI ME, 39.268.008/0001-79, 3084, SARTORIOSIQUEIRAFINANCIAMENTOS@GMAIL.COM,"R ALCINO PEREIRA NETO NR 702,  - JARDIM CAMBURI
                                        29090-540.  - ES
                                        (27) 30296733","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
123,"
                                        SIELI  CORREPONDENTE BANCARIA
                                    ", SIELI CORRESPONDENTE BANCARIA LTDA, 30.064.889/0001-31, 2503, sielicorrespondentebancaria@gmail.com,"NOSSA SENHORA DA PENHA, 00000 - SANTA LUIZA
                                        29045-402. VITORIA - ES
                                        (27) 995319136","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
